Overall Credit Risk Score,Months Since First Credit Account,Average Age of Credit Accounts,Number of Well-Maintained Accounts,Percentage of Accounts Never Late,Months Since Last Missed Payment,Percentage of Installment vs Revolving Loans,Time Since Last Credit Application,Credit Utilization Ratio,Number of Active Credit Cards/Lines,Loan Repaid
84.0,186.0,79.0,14.0,100.0,21.879546809779367,75.0,0.0,25.0,1.0,0
85.0,243.0,75.0,22.0,100.0,21.879546809779367,23.0,0.0,4.0,3.0,1
85.0,316.0,83.0,35.0,100.0,21.879546809779367,50.0,0.0,6.0,4.0,1
50.0,130.0,63.0,10.0,59.0,1.0,12.0,0.0,13.0,4.0,1
58.0,38.0,19.0,13.0,93.0,15.0,64.0,0.0,82.0,2.0,0
61.0,247.0,95.0,36.0,92.0,1.0,59.0,0.0,87.0,8.0,0
63.0,291.0,88.0,25.0,84.0,3.0,32.0,0.0,30.0,7.0,0
61.0,6.0,5.0,2.0,100.0,21.879546809779367,50.0,0.0,101.0,1.0,0
65.0,240.0,64.0,29.0,97.0,57.0,50.0,0.0,80.0,8.0,0
73.0,217.0,87.0,34.0,100.0,21.879546809779367,17.0,0.0,91.0,7.0,0
56.0,68.0,53.0,1.0,75.0,4.0,75.0,0.0,34.857718120805366,4.102110138960371,0
79.0,212.0,94.0,18.0,100.0,21.879546809779367,39.0,0.0,50.0,7.0,0
68.0,373.0,88.0,21.0,90.0,21.879546809779367,19.0,0.0,50.0,6.0,0
77.0,174.0,98.0,19.0,100.0,21.879546809779367,33.0,0.0,33.0,7.0,1
69.0,236.0,96.0,37.0,95.0,1.0,20.0,0.0,15.0,5.0,0
79.0,168.0,54.0,25.0,100.0,21.879546809779367,34.0,0.0,40.0,5.0,1
55.0,222.0,67.0,14.0,94.0,2.0,59.0,0.0,25.0,2.0,0
86.0,362.0,174.0,5.0,83.0,69.0,17.0,0.0,0.0,1.0,0
60.0,121.0,64.0,21.0,96.0,0.0,57.0,0.0,1.0,1.0,1
73.0,189.0,68.0,32.0,91.0,8.0,52.0,0.0,19.0,3.0,0
79.0,192.0,122.0,4.0,100.0,21.879546809779367,20.0,0.0,40.0,1.0,0
59.0,389.0,74.0,42.0,83.0,1.0,32.0,0.0,63.0,9.0,0
70.0,347.0,104.0,22.0,82.0,3.0,41.0,0.0,14.0,2.0,1
73.0,39.0,15.0,9.0,100.0,21.879546809779367,33.0,0.0,28.0,5.0,0
61.0,246.0,95.0,18.0,86.0,11.0,38.0,0.0,62.0,5.0,0
81.0,396.0,152.0,27.0,100.0,21.879546809779367,11.0,0.0,27.0,10.0,1
56.0,179.0,69.0,27.0,87.0,2.0,39.0,0.0,38.0,4.0,0
72.0,214.0,61.0,21.0,100.0,21.879546809779367,33.0,0.0,66.0,7.0,1
69.0,215.0,69.0,24.0,96.0,26.0,21.0,0.0,38.0,1.0,0
60.0,197.0,81.0,16.0,78.0,1.0,17.0,0.0,6.0,3.0,0
56.0,175.0,77.0,17.0,88.0,1.0,24.0,0.0,101.0,7.0,0
65.0,198.0,73.0,22.0,88.0,27.0,17.0,0.0,31.0,3.0,1
65.0,27.0,15.0,9.0,100.0,21.879546809779367,90.0,0.0,0.0,0.0,0
59.0,67.0,46.0,4.0,60.0,5.0,20.0,0.0,52.0,2.0,1
66.0,59.0,34.0,4.0,100.0,21.879546809779367,75.0,0.0,89.0,1.0,0
72.0,178.0,79.0,56.0,100.0,21.879546809779367,17.0,0.0,48.0,12.0,0
78.0,176.0,55.0,15.0,100.0,21.879546809779367,12.0,0.0,64.0,4.0,0
59.0,167.0,116.0,28.0,75.0,0.0,13.0,0.0,92.0,11.0,0
73.0,345.0,74.0,25.0,92.0,34.0,20.0,0.0,54.0,6.0,0
54.0,140.0,61.0,7.0,50.0,5.0,63.0,0.0,96.0,3.0,0
84.0,138.0,67.0,21.0,100.0,21.879546809779367,55.0,0.0,15.0,3.0,1
69.0,369.0,130.0,23.0,93.0,61.0,30.0,0.0,46.0,6.0,1
69.0,379.0,105.0,15.0,84.0,3.0,74.0,0.0,31.0,1.0,0
61.0,39.0,26.0,4.0,60.0,12.0,60.0,0.0,28.0,1.0,0
73.0,293.0,101.0,24.0,92.0,12.0,36.0,0.0,58.0,6.0,0
68.0,136.0,62.0,35.0,92.0,58.0,54.0,0.0,68.0,8.0,0
84.0,204.0,72.0,16.0,100.0,21.879546809779367,59.0,0.0,23.0,2.0,1
64.0,181.0,48.0,26.0,93.0,6.0,59.0,0.0,30.0,4.0,0
58.0,119.0,55.0,29.0,75.0,7.0,34.0,0.0,99.0,3.0,0
68.0,496.0,104.0,14.0,94.0,10.0,50.0,0.0,42.0,4.0,0
81.0,141.0,59.0,34.0,97.0,54.0,51.0,0.0,4.0,2.0,1
65.0,496.0,194.0,43.0,91.0,2.0,36.0,0.0,16.0,12.0,0
64.0,129.0,80.0,11.0,88.0,21.0,59.0,0.0,85.0,2.0,0
68.0,256.0,71.0,34.0,97.0,36.0,23.0,0.0,69.0,9.0,0
59.0,63.0,35.0,15.0,88.0,37.0,6.0,0.0,77.0,3.0,0
80.0,117.0,59.0,32.0,100.0,21.879546809779367,24.0,0.0,27.0,4.0,0
64.0,363.0,101.0,33.0,74.0,8.0,31.0,0.0,31.0,3.0,0
66.0,51.0,24.0,12.0,100.0,21.879546809779367,58.0,0.0,28.0,2.0,0
72.0,185.0,75.0,24.0,96.0,52.0,38.0,0.0,43.0,5.0,0
66.0,79.0,31.0,19.0,100.0,21.879546809779367,45.0,0.0,81.0,6.0,0
64.0,287.0,68.0,28.0,93.0,77.0,24.0,0.0,37.0,8.0,0
67.0,323.0,111.0,16.0,73.0,54.0,59.0,0.0,0.0,0.0,0
58.0,71.0,31.0,20.0,91.0,8.0,41.0,0.0,35.0,2.0,1
89.0,317.0,155.0,9.0,100.0,21.879546809779367,20.0,0.0,6.0,4.0,1
61.0,172.0,80.0,4.0,43.0,7.0,14.0,0.0,91.0,4.0,0
57.0,269.0,74.0,29.0,70.0,4.0,40.0,0.0,41.0,6.0,0
59.0,114.0,47.0,20.0,86.0,3.0,55.0,0.0,69.0,4.0,0
74.0,188.0,90.0,25.0,96.0,73.0,46.0,0.0,29.0,6.0,1
65.0,314.0,110.0,24.0,96.0,21.879546809779367,65.0,0.0,19.0,5.0,0
64.0,227.0,115.0,47.0,88.0,4.0,38.0,2.4777188328912465,49.0,9.0,0
77.0,255.0,72.0,40.0,100.0,21.879546809779367,22.0,2.4777188328912465,3.0,7.0,1
61.0,82.0,35.0,21.0,90.0,3.0,24.0,2.4777188328912465,17.0,5.0,0
64.0,280.0,141.0,1.0,100.0,21.879546809779367,100.0,2.4777188328912465,34.857718120805366,4.102110138960371,0
60.0,205.0,74.0,32.0,88.0,4.0,59.0,2.4777188328912465,32.0,4.0,0
66.0,200.7691029900332,93.0,28.0,90.0,14.0,26.0,2.4777188328912465,77.0,10.0,1
68.0,185.0,97.0,36.0,95.0,64.0,49.0,2.4777188328912465,65.0,8.0,0
69.0,118.0,42.0,20.0,91.0,27.0,23.0,2.4777188328912465,14.0,4.0,0
75.0,268.0,73.0,14.0,87.0,47.0,27.0,2.4777188328912465,15.0,4.0,1
63.0,185.0,55.0,28.0,97.0,56.0,29.0,2.4777188328912465,54.0,6.0,1
62.0,250.0,139.0,38.0,90.0,2.0,24.0,2.4777188328912465,62.0,9.0,0
65.0,194.0,83.0,54.0,97.0,32.0,22.0,2.4777188328912465,69.0,10.0,0
61.0,148.0,86.0,21.0,88.0,16.0,71.0,2.4777188328912465,63.0,2.0,0
72.0,79.0,43.0,13.0,100.0,21.879546809779367,54.0,2.4777188328912465,84.0,3.0,0
72.0,48.0,26.0,4.0,100.0,21.879546809779367,25.0,2.4777188328912465,54.0,3.0,0
85.0,200.7691029900332,86.0,21.0,100.0,21.879546809779367,59.0,2.4777188328912465,0.0,1.0,1
89.0,200.7691029900332,61.0,10.0,100.0,21.879546809779367,50.0,2.4777188328912465,2.0,2.0,1
83.0,195.0,117.0,9.0,90.0,34.0,20.0,2.4777188328912465,0.0,0.0,1
65.0,123.0,53.0,29.0,83.0,11.0,33.0,2.4777188328912465,15.0,5.0,0
70.0,217.0,88.0,29.0,93.0,24.0,50.0,2.4777188328912465,10.0,2.0,1
69.0,41.0,27.0,3.0,75.0,36.0,0.0,2.4777188328912465,24.0,1.0,0
73.0,261.0,101.0,14.0,82.0,4.0,29.0,2.4777188328912465,18.0,3.0,1
66.0,151.0,71.0,22.0,87.0,8.0,43.0,2.4777188328912465,57.0,1.0,0
79.0,198.0,83.0,14.0,100.0,21.879546809779367,29.0,2.4777188328912465,53.0,4.0,0
79.0,58.0,26.0,10.0,100.0,21.879546809779367,30.0,2.4777188328912465,26.0,1.0,0
73.0,132.0,47.0,4.0,100.0,21.879546809779367,75.0,2.4777188328912465,94.0,1.0,0
72.0,239.0,86.0,28.0,93.0,19.0,29.0,2.4777188328912465,11.0,6.0,1
61.0,159.0,77.0,30.0,76.0,20.0,45.0,2.4777188328912465,76.0,8.0,0
61.0,69.0,22.0,9.0,100.0,21.879546809779367,44.0,2.4777188328912465,38.0,2.0,0
74.0,202.0,81.0,32.0,97.0,36.0,44.0,2.4777188328912465,42.0,3.0,1
58.0,186.0,74.0,35.0,97.0,26.0,31.0,2.4777188328912465,60.0,10.0,1
50.0,243.0,88.0,13.0,50.0,1.0,55.0,0.0,51.0,2.0,1
71.0,117.0,37.0,13.0,100.0,21.879546809779367,100.0,2.0,34.857718120805366,4.102110138960371,0
78.0,177.0,53.0,16.0,100.0,21.879546809779367,38.0,0.0,4.0,2.0,1
85.0,166.0,124.0,26.0,100.0,21.879546809779367,38.0,0.0,10.0,3.0,1
87.0,264.0,138.0,28.0,100.0,21.879546809779367,17.0,8.0,4.0,1.0,1
68.0,180.0,87.0,54.0,100.0,21.879546809779367,62.0,0.0,77.0,10.0,0
70.0,143.0,65.0,19.0,95.0,40.0,50.0,13.0,75.0,5.0,0
81.0,368.0,120.0,9.0,90.0,67.0,10.0,1.0,31.0,5.0,0
66.0,161.0,84.0,7.0,89.0,51.0,78.0,3.0,65.0,2.0,1
74.0,202.0,75.0,25.0,100.0,21.879546809779367,32.0,0.0,14.0,6.0,0
80.0,233.0,201.0,4.0,100.0,21.879546809779367,0.0,22.0,92.0,1.0,0
75.0,232.0,69.0,34.0,97.0,65.0,42.0,2.0,42.0,6.0,1
63.0,141.0,76.0,16.0,88.0,3.0,29.0,13.0,58.0,4.0,0
73.0,354.0,86.0,26.0,100.0,21.879546809779367,38.0,0.0,49.0,4.0,1
63.0,148.0,56.0,31.0,97.0,67.0,45.0,0.0,82.0,9.0,0
59.0,171.0,110.0,8.0,63.0,24.0,38.0,2.4777188328912465,85.0,3.0,0
57.0,152.0,60.0,16.0,70.0,1.0,50.0,2.0,46.0,2.0,0
81.0,358.0,184.0,15.0,100.0,21.879546809779367,19.0,12.0,88.0,3.0,0
74.0,236.0,93.0,17.0,94.0,74.0,29.0,0.0,47.0,2.0,0
81.0,222.0,85.0,39.0,100.0,21.879546809779367,45.0,1.0,16.0,3.0,1
71.0,142.0,65.0,22.0,100.0,21.879546809779367,45.0,4.0,55.0,5.0,1
72.0,254.0,87.0,20.0,100.0,21.879546809779367,38.0,5.0,42.0,4.0,1
85.0,156.0,66.0,27.0,100.0,21.879546809779367,39.0,13.0,2.0,4.0,1
86.0,246.0,99.0,19.0,100.0,21.879546809779367,47.0,1.0,3.0,3.0,1
91.0,323.0,118.0,25.0,100.0,21.879546809779367,41.0,18.0,3.0,1.0,1
84.0,273.0,92.0,23.0,100.0,21.879546809779367,17.0,0.0,19.0,2.0,1
80.0,150.0,65.0,27.0,100.0,21.879546809779367,17.0,6.0,29.0,3.0,1
84.0,213.0,74.0,33.0,97.0,39.0,26.0,9.0,11.0,4.0,1
85.0,192.0,92.0,24.0,100.0,21.879546809779367,46.0,5.0,2.0,4.0,1
67.0,180.0,81.0,29.0,94.0,62.0,53.0,2.0,73.0,1.0,0
71.0,236.0,96.0,22.0,100.0,21.879546809779367,52.0,1.0,95.0,3.0,0
85.0,146.0,82.0,50.0,100.0,21.879546809779367,47.0,2.0,14.0,4.0,1
86.0,347.0,109.0,26.0,100.0,21.879546809779367,38.0,6.0,0.0,1.0,1
84.0,123.0,48.0,30.0,100.0,21.879546809779367,18.0,4.0,10.0,4.0,1
68.0,267.0,70.0,31.0,90.0,17.0,45.0,4.0,31.0,8.0,1
80.0,266.0,98.0,15.0,100.0,21.879546809779367,35.0,2.0,46.0,1.0,1
72.0,133.0,86.0,20.0,100.0,21.879546809779367,14.0,10.0,83.0,6.0,0
52.0,281.0,108.0,13.0,88.0,1.0,53.0,1.0,100.0,5.0,0
75.0,301.0,166.0,9.0,62.0,20.0,46.0,0.0,0.0,0.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,1
87.0,274.0,154.0,12.0,100.0,21.879546809779367,25.0,2.4777188328912465,17.0,3.0,1
86.0,237.0,88.0,13.0,100.0,21.879546809779367,43.0,2.4777188328912465,6.0,2.0,1
71.0,439.0,186.0,19.0,100.0,21.879546809779367,23.0,6.0,3.0,2.0,1
89.0,243.0,157.0,4.0,100.0,21.879546809779367,25.0,9.0,1.0,1.0,1
65.0,496.0,87.0,22.0,92.0,8.0,33.0,1.0,65.0,4.0,0
77.0,291.0,116.0,14.0,100.0,21.879546809779367,36.0,0.0,45.0,6.0,0
65.0,209.0,99.0,20.0,79.0,3.0,50.0,0.0,27.0,4.0,0
72.0,274.0,105.0,10.0,100.0,21.879546809779367,45.0,0.0,24.0,3.0,0
57.0,158.0,76.0,24.0,88.0,14.0,42.0,0.0,62.0,6.0,0
76.0,140.0,54.0,15.0,100.0,21.879546809779367,53.0,0.0,14.0,3.0,0
80.0,391.0,105.0,14.0,100.0,21.879546809779367,21.0,0.0,68.0,3.0,1
72.0,293.0,101.0,18.0,95.0,22.0,21.0,0.0,32.0,5.0,0
57.0,154.0,82.0,12.0,63.0,7.0,63.0,0.0,85.0,3.0,1
54.0,424.0,147.0,7.0,73.0,19.0,27.0,0.0,61.0,6.0,0
68.0,178.0,74.0,30.0,97.0,21.879546809779367,23.0,0.0,45.0,4.0,1
78.0,192.0,104.0,16.0,94.0,78.0,6.0,0.0,7.0,2.0,1
56.0,111.0,40.0,25.0,96.0,1.0,56.0,0.0,37.0,5.0,0
59.0,158.0,57.0,12.0,92.0,13.0,27.0,0.0,70.0,7.0,0
72.0,199.0,84.0,15.0,94.0,35.0,47.0,0.0,10.0,4.0,1
73.0,325.0,144.0,12.0,100.0,21.879546809779367,17.0,0.0,97.0,9.0,0
76.0,181.0,52.0,29.0,100.0,21.879546809779367,55.0,0.0,46.0,7.0,0
59.0,136.0,56.0,39.0,100.0,21.879546809779367,12.0,0.0,48.0,16.0,0
74.0,111.0,52.0,26.0,100.0,21.879546809779367,34.0,0.0,46.0,5.0,0
59.0,178.0,68.0,14.0,75.0,45.0,28.0,0.0,59.0,5.0,0
79.0,137.0,60.0,19.0,100.0,21.879546809779367,40.0,0.0,24.0,3.0,1
78.0,144.0,39.0,18.0,100.0,21.879546809779367,37.0,0.0,3.0,3.0,1
83.0,161.0,75.0,26.0,100.0,21.879546809779367,15.0,0.0,10.0,3.0,1
65.0,118.0,49.0,24.0,96.0,21.879546809779367,40.0,0.0,28.0,4.0,0
55.0,113.0,71.0,4.0,56.0,4.0,56.0,0.0,39.0,1.0,0
71.0,150.0,56.0,19.0,100.0,21.879546809779367,24.0,0.0,62.0,4.0,0
78.0,175.0,93.0,27.0,100.0,21.879546809779367,7.0,0.0,19.0,6.0,0
84.0,496.0,156.0,21.0,100.0,21.879546809779367,22.0,0.0,0.0,1.0,1
70.0,172.0,85.0,29.0,100.0,21.879546809779367,16.0,0.0,65.0,9.0,0
56.0,75.0,50.0,20.0,90.0,31.0,14.0,0.0,59.0,8.0,0
62.0,46.0,36.0,4.0,100.0,21.879546809779367,25.0,0.0,98.0,2.0,0
81.0,271.0,82.0,23.0,100.0,21.879546809779367,38.0,0.0,11.0,2.0,1
68.0,105.0,30.0,13.0,100.0,21.879546809779367,15.0,0.0,36.0,6.0,0
87.0,254.0,106.0,14.0,100.0,21.879546809779367,43.0,0.0,5.0,2.0,1
66.0,143.0,72.0,14.0,83.0,23.0,28.0,0.0,76.0,2.0,1
82.0,257.0,86.0,19.0,100.0,21.879546809779367,5.0,0.0,20.0,3.0,0
58.0,227.0,124.0,27.0,93.0,28.0,14.0,0.0,81.0,12.0,0
50.0,57.0,57.0,1.0,38.0,2.0,0.0,0.0,93.0,1.0,0
69.0,133.0,58.0,34.0,100.0,21.879546809779367,22.0,0.0,36.0,5.0,0
58.0,125.0,62.0,10.0,80.0,1.0,60.0,0.0,81.0,3.0,1
60.0,179.0,69.0,19.0,78.0,6.0,38.0,0.0,0.0,1.0,0
70.0,419.0,79.0,15.0,90.0,2.0,29.0,0.0,44.0,2.0,1
64.0,112.0,37.0,15.0,93.0,20.0,33.0,0.0,38.0,2.0,0
59.0,167.0,50.0,22.0,100.0,21.879546809779367,48.0,0.0,52.0,6.0,0
69.0,90.0,44.0,13.0,100.0,21.879546809779367,15.0,0.0,79.0,6.0,0
54.0,123.0,54.0,21.0,88.0,4.0,42.0,0.0,63.0,4.0,1
90.0,381.0,105.0,11.0,100.0,21.879546809779367,82.0,0.0,2.0,1.0,1
72.0,136.0,74.0,3.0,75.0,25.0,25.0,0.0,0.0,0.0,0
71.0,124.0,53.0,12.0,92.0,37.0,64.0,0.0,43.0,2.0,0
68.0,255.0,120.0,16.0,100.0,21.879546809779367,33.0,0.0,90.0,6.0,1
59.0,442.0,115.0,21.0,68.0,3.0,27.0,0.0,33.0,5.0,0
72.0,252.0,80.0,48.0,100.0,21.879546809779367,20.0,0.0,17.0,5.0,0
82.0,254.0,84.0,29.0,97.0,32.0,34.0,0.0,7.0,3.0,1
75.0,139.0,54.0,14.0,94.0,46.0,19.0,0.0,43.0,1.0,1
50.0,90.0,51.0,9.0,47.0,3.0,38.0,0.0,82.0,4.0,0
56.0,162.0,38.0,30.0,100.0,21.879546809779367,28.0,0.0,58.0,16.0,0
74.0,119.0,62.0,19.0,95.0,20.0,36.0,0.0,11.0,6.0,0
69.0,129.0,51.0,23.0,92.0,66.0,46.0,0.0,37.0,4.0,0
68.0,166.0,47.0,17.0,100.0,21.879546809779367,11.0,0.0,78.0,8.0,0
79.0,373.0,136.0,13.0,71.0,14.0,13.0,0.0,1.0,2.0,0
73.0,131.0,48.0,27.0,100.0,21.879546809779367,37.0,0.0,38.0,7.0,0
67.0,130.0,25.0,10.0,100.0,21.879546809779367,25.0,0.0,95.0,6.0,0
60.0,134.0,48.0,12.0,92.0,23.0,57.0,0.0,97.0,4.0,0
62.0,134.0,48.0,17.0,94.0,0.0,63.0,0.0,63.0,2.0,0
66.0,213.0,120.0,12.0,80.0,54.0,33.0,0.0,88.0,2.0,1
66.0,464.0,73.0,23.0,96.0,15.0,31.0,0.0,79.0,6.0,0
68.0,301.0,91.0,30.0,100.0,21.879546809779367,18.0,0.0,76.0,8.0,0
83.0,254.0,96.0,27.0,96.0,72.0,18.0,0.0,10.0,6.0,0
62.0,34.0,23.0,6.0,83.0,12.0,33.0,0.0,45.0,4.0,0
61.0,207.0,67.0,27.0,97.0,3.0,40.0,0.0,24.0,5.0,1
57.0,47.0,35.0,5.0,50.0,16.0,30.0,0.0,66.0,2.0,0
56.0,69.0,34.0,3.0,100.0,21.879546809779367,100.0,0.0,34.857718120805366,4.102110138960371,0
60.0,91.0,46.0,3.0,100.0,21.879546809779367,100.0,0.0,34.857718120805366,4.102110138960371,0
59.0,216.0,65.0,22.0,96.0,10.0,32.0,0.0,31.0,4.0,0
67.0,204.0,80.0,19.0,95.0,65.0,39.0,0.0,3.0,1.0,0
61.0,180.0,62.0,12.0,75.0,13.0,35.0,0.0,31.0,2.0,0
78.0,299.0,102.0,26.0,90.0,14.0,35.0,0.0,7.0,2.0,1
60.0,181.0,67.0,15.0,80.0,2.0,40.0,0.0,35.0,6.0,1
83.0,209.0,80.0,4.0,100.0,21.879546809779367,20.0,0.0,9.0,3.0,0
70.0,267.0,121.0,15.0,94.0,52.0,56.0,0.0,77.0,4.0,0
54.0,51.0,34.0,7.0,63.0,3.0,33.0,0.0,86.0,3.0,0
61.0,46.0,33.0,7.0,75.0,9.0,50.0,0.0,42.0,1.0,1
76.0,325.0,79.0,20.0,95.0,11.0,45.0,0.0,3.0,2.0,0
79.0,244.0,74.0,26.0,93.0,21.0,14.0,0.0,3.0,5.0,0
78.0,292.0,79.0,16.0,100.0,21.879546809779367,44.0,0.0,33.0,2.0,1
54.0,131.0,72.0,9.0,67.0,1.0,25.0,0.0,91.0,1.0,0
58.0,92.0,40.0,34.0,100.0,21.879546809779367,22.0,0.0,37.0,8.0,0
68.0,182.0,94.0,19.0,90.0,2.0,40.0,0.0,5.0,3.0,0
57.0,107.0,53.0,25.0,96.0,21.879546809779367,54.0,0.0,89.0,5.0,0
65.0,94.0,43.0,31.0,91.0,38.0,42.0,0.0,18.0,5.0,0
75.0,293.0,143.0,9.0,89.0,11.0,22.0,0.0,59.0,3.0,0
55.0,101.0,29.0,12.0,92.0,2.0,38.0,0.0,43.0,5.0,0
70.0,185.0,130.0,6.0,67.0,17.0,11.0,0.0,5.0,1.0,1
72.06044011763512,200.7691029900332,78.77813797994125,21.12146692331071,92.35994326815926,21.879546809779367,34.618680984702664,2.4777188328912465,34.857718120805366,4.102110138960371,0
77.0,110.0,48.0,17.0,100.0,21.879546809779367,39.0,0.0,22.0,4.0,0
62.0,86.0,48.0,0.0,38.0,41.0,67.0,0.0,3.0,1.0,0
81.0,407.0,90.0,31.0,100.0,21.879546809779367,36.0,0.0,0.0,2.0,1
62.0,141.0,67.0,28.0,97.0,50.0,43.0,0.0,84.0,4.0,0
59.0,142.0,50.0,14.0,80.0,10.0,50.0,0.0,82.0,3.0,0
64.0,108.0,55.0,16.0,75.0,40.0,20.0,0.0,53.0,5.0,1
70.0,219.0,93.0,23.0,91.0,11.0,22.0,0.0,39.0,6.0,0
71.0,67.0,32.0,17.0,95.0,21.879546809779367,35.0,0.0,22.0,3.0,1
57.0,163.0,62.0,15.0,89.0,4.0,16.0,0.0,21.0,4.0,1
60.0,143.0,74.0,22.0,96.0,5.0,34.0,0.0,30.0,6.0,1
84.0,159.0,80.0,22.0,100.0,21.879546809779367,18.0,0.0,1.0,2.0,1
65.0,101.0,34.0,15.0,100.0,21.879546809779367,33.0,0.0,72.0,5.0,0
62.0,156.0,63.0,31.0,97.0,5.0,18.0,0.0,3.0,3.0,0
52.0,296.0,95.0,43.0,89.0,3.0,68.0,0.0,69.0,6.0,0
62.0,54.0,26.0,6.0,86.0,40.0,43.0,0.0,65.0,1.0,0
62.0,214.0,93.0,23.0,88.0,5.0,25.0,0.0,75.0,10.0,1
76.0,87.0,34.0,30.0,100.0,21.879546809779367,34.0,0.0,4.0,9.0,0
77.0,199.0,60.0,24.0,100.0,21.879546809779367,21.0,0.0,66.0,5.0,0
54.0,164.0,66.0,5.0,50.0,3.0,33.0,0.0,103.0,2.0,0
72.0,264.0,81.0,42.0,100.0,21.879546809779367,21.0,0.0,15.0,6.0,1
64.0,262.0,80.0,15.0,83.0,11.0,44.0,0.0,71.0,8.0,0
78.0,241.0,74.0,25.0,100.0,21.879546809779367,19.0,0.0,30.0,3.0,1
75.0,160.0,85.0,20.0,91.0,10.0,16.0,0.0,2.0,5.0,1
64.0,142.0,34.0,12.0,85.0,35.0,33.0,0.0,24.0,5.0,0
57.0,280.0,86.0,24.0,81.0,2.0,44.0,0.0,75.0,8.0,0
63.0,162.0,49.0,22.0,92.0,40.0,33.0,0.0,69.0,6.0,0
60.0,204.0,58.0,27.0,86.0,0.0,35.0,0.0,57.0,5.0,1
75.0,44.0,24.0,8.0,100.0,21.879546809779367,56.0,0.0,49.0,3.0,0
80.0,342.0,68.0,28.0,100.0,21.879546809779367,57.0,0.0,57.0,5.0,0
54.0,162.0,87.0,24.0,85.0,7.0,31.0,0.0,65.0,9.0,0
85.0,312.0,85.0,32.0,100.0,21.879546809779367,25.0,2.4777188328912465,0.0,3.0,1
77.0,188.0,64.0,27.0,100.0,21.879546809779367,15.0,2.4777188328912465,22.0,2.0,1
83.0,200.7691029900332,53.0,25.0,100.0,21.879546809779367,4.0,2.4777188328912465,18.0,5.0,1
66.0,200.7691029900332,59.0,31.0,100.0,21.879546809779367,35.0,2.4777188328912465,60.0,5.0,0
90.0,200.7691029900332,81.0,8.0,100.0,21.879546809779367,20.0,2.4777188328912465,0.0,0.0,1
74.0,200.7691029900332,127.0,2.0,50.0,31.0,50.0,2.4777188328912465,34.857718120805366,4.102110138960371,0
61.0,200.7691029900332,40.0,9.0,100.0,21.879546809779367,36.0,2.4777188328912465,89.0,3.0,0
69.0,200.7691029900332,61.0,26.0,100.0,21.879546809779367,36.0,2.4777188328912465,43.0,5.0,1
69.0,200.7691029900332,37.0,4.0,100.0,21.879546809779367,75.0,2.4777188328912465,103.0,1.0,0
69.0,200.7691029900332,31.0,7.0,78.0,28.0,78.0,2.4777188328912465,8.0,1.0,1
67.0,200.7691029900332,15.0,12.0,100.0,21.879546809779367,23.0,2.4777188328912465,28.0,7.0,0
56.0,200.7691029900332,86.0,19.0,95.0,1.0,58.0,2.4777188328912465,94.0,6.0,0
67.0,117.0,46.0,10.0,92.0,13.0,42.0,2.4777188328912465,60.0,3.0,0
54.0,200.7691029900332,99.0,10.0,59.0,1.0,29.0,2.4777188328912465,99.0,2.0,1
72.0,200.7691029900332,118.0,19.0,100.0,21.879546809779367,35.0,2.4777188328912465,50.0,5.0,1
56.0,381.0,102.0,17.0,71.0,1.0,29.0,2.4777188328912465,0.0,2.0,0
70.0,200.7691029900332,36.0,7.0,88.0,20.0,33.0,2.4777188328912465,48.0,1.0,0
67.0,200.7691029900332,20.0,17.0,100.0,21.879546809779367,17.0,2.4777188328912465,10.0,2.0,0
68.0,200.7691029900332,46.0,11.0,100.0,21.879546809779367,25.0,2.4777188328912465,45.0,6.0,0
88.0,200.7691029900332,129.0,10.0,100.0,21.879546809779367,40.0,2.4777188328912465,4.0,1.0,1
75.0,200.7691029900332,49.0,17.0,100.0,21.879546809779367,26.0,2.4777188328912465,100.0,1.0,1
61.0,200.7691029900332,46.0,31.0,100.0,21.879546809779367,39.0,2.4777188328912465,62.0,6.0,0
85.0,364.0,129.0,14.0,93.0,58.0,36.0,2.4777188328912465,3.0,1.0,0
83.0,200.7691029900332,74.0,12.0,100.0,21.879546809779367,31.0,2.4777188328912465,30.0,2.0,1
57.0,47.0,21.0,5.0,80.0,32.0,60.0,2.4777188328912465,97.0,2.0,0
69.0,200.7691029900332,201.0,7.0,86.0,37.0,0.0,2.4777188328912465,98.0,4.0,1
65.0,200.7691029900332,13.0,5.0,100.0,21.879546809779367,57.0,2.4777188328912465,54.0,2.0,0
62.0,200.7691029900332,45.0,9.0,82.0,29.0,27.0,2.4777188328912465,28.0,3.0,0
78.0,200.7691029900332,74.0,41.0,100.0,21.879546809779367,37.0,2.4777188328912465,35.0,3.0,1
63.0,200.7691029900332,107.0,16.0,83.0,8.0,37.0,2.4777188328912465,48.0,6.0,0
60.0,180.0,61.0,12.0,67.0,30.0,44.0,2.4777188328912465,46.0,4.0,0
70.0,200.7691029900332,64.0,13.0,93.0,29.0,36.0,2.4777188328912465,54.0,4.0,1
86.0,200.7691029900332,93.0,38.0,100.0,21.879546809779367,5.0,2.4777188328912465,9.0,7.0,0
61.0,200.7691029900332,50.0,4.0,80.0,14.0,0.0,2.4777188328912465,74.0,4.0,0
74.0,200.7691029900332,93.0,19.0,90.0,33.0,43.0,2.4777188328912465,34.0,4.0,0
